,df_words_United_States_Top_50,df_words_All_Out_50s,df_words_All_Out_60s,df_words_All_Out_70s,df_words_All_Out_80s,df_words_All_Out_90s,df_words_All_Out_00s,df_words_All_Out_10s,df_words_Top_Male_Artists_of_2018,df_words_Top_Female_Artists_of_2018,df_words_This_Is_Eminem,df_words_This_Is_The_Beatles,df_words_This_Is_Prince,df_words_This_Is_Nina_Simone,df_words_This_Is_Lady_Gaga,df_words_This_Is_Justin_Bieber,df_words_This_Is_John_Mayer,df_words_This_Is_Depeche_Mode,df_words_This_Is_Ed_Sheeran,df_words_This_Is_Aretha_Franklin,df_words_This_Is_Adele,df_words_This_Is_Tom_Petty,df_words_This_Is_Metallica,df_words_This_Is_Madonna,df_words_This_Is_Stevie_Wonder,df_words_This_Is_Earth_Wind_And_Fire,df_words_This_Is_Drake,df_words_This_Is_Elton_John,df_words_This_Is_Radiohead,df_words_This_Is_Kendrick_Lamar,df_words_This_Is_Frank_Sinatra,df_words_This_Is_Red_Hot_Chili_Peppers,df_words_This_Is_Michael_Buble,df_words_This_Is_Beyonce,df_words_This_Is_John_Legend,df_words_This_Is_ACDC,All Playlists
count,55.03846153846154,32.04545454545455,29.9,34.836363636363636,43.111111111111114,44.84905660377358,34.84848484848485,30.808823529411764,74.48484848484848,55.3235294117647,30.511627906976745,5.793103448275862,19.67241379310345,19.032258064516128,23.571428571428573,38.63157894736842,13.75,35.15384615384615,12.193548387096774,21.87878787878788,14.68,14.119047619047619,14.52,33.411764705882355,33.36842105263158,49.916666666666664,86.08333333333333,48.5,10.19047619047619,49.515151515151516,38.94736842105263,15.10344827586207,19.65,60.46153846153846,17.62962962962963,39.095238095238095,1200.6268108275844
